Transaction_ID,Date,Customer_ID,Product_ID,Quantity,Price,Total,Payment_Method
417,2/21/2024,6536,P0096,9.0,460.37,4143.33,Debit Card
418,2/22/2024,4913,P0062,9.0,274.58,2471.22,Debit Card
419,2/23/2024,2066,P0093,9.0,227.61,2048.49,Credit Card
420,2/24/2024,8723,P0058,10.0,140.2,1402.0,Cash
421,2/25/2024,5380,P0067,7.0,858.56,6009.92,Cash
422,2/26/2024,5107,P0056,2.0,579.6,1159.2,Cash
423,2/27/2024,6726,P0040,10.0,85.62,856.2,PayPal
424,2/28/2024,4373,P0098,5.0,388.75,1943.75,Cash
425,2/29/2024,9945,P0040,4.0,374.06,1496.24,Debit Card
426,3/1/2024,3082,P0091,8.0,189.92,1519.36,Debit Card
427,3/2/2024,9967,P0077,2.0,441.15,882.3,PayPal
428,3/3/2024,7748,P0033,6.0,338.78,2032.68,PayPal
429,3/4/2024,1417,P0006,5.0,348.39,1741.95,Cash
430,3/5/2024,9306,P0088,,741.64,1483.28,Credit Card
431,3/6/2024,9808,P0019,10.0,231.03,2310.3,PayPal
432,3/7/2024,4974,P0080,1.0,645.44,645.44,PayPal
433,3/8/2024,4267,P0040,8.0,574.94,4599.52,Cash
434,3/9/2024,1825,P0092,2.0,57241.0,114482.0,Cash
435,3/10/2024,8668,P0097,7.0,666.38,4664.66,PayPal
436,3/11/2024,6745,P0059,9.0,552.9,4976.1,Credit Card
437,3/12/2024,1412,P0059,,880.46,7924.14,PayPal
438,3/13/2024,8543,P0048,8.0,678.82,5430.56,Cash
439,3/14/2024,8587,P0041,10.0,551.49,5514.9,Cash
440,3/15/2024,1728,P0013,9.0,831.47,7483.23,PayPal
441,3/16/2024,8164,P0045,2.0,610.09,1220.18,Credit Card
442,3/17/2024,9867,P0089,6.0,298.23,1789.38,PayPal
443,3/18/2024,6988,P0053,4.0,215.02,860.08,PayPal
444,3/19/2024,3504,P0042,4.0,160.8,643.2,Cash
445,3/20/2024,3967,P0100,5.0,900.46,4502.3,Credit Card
446,3/21/2024,3786,P0063,3.0,713.03,2139.09,Debit Card
447,3/22/2024,2122,P0027,1.0,938.0,938.0,Credit Card
448,3/23/2024,5079,P0038,8.0,607.26,4858.08,PayPal
449,3/24/2024,2571,P0060,5.0,478.67,2393.35,PayPal
450,3/25/2024,6073,P0007,3.0,69.12,207.36,PayPal
451,3/26/2024,6104,P0005,10.0,674.93,6749.3,Credit Card
452,3/27/2024,3143,P0045,7.0,586.39,4104.73,Cash
453,3/28/2024,7806,P0058,7.0,990.31,6932.17,PayPal
454,3/29/2024,8357,P0031,1.0,246.77,246.77,PayPal
455,3/30/2024,4440,P0023,9.0,535.43,4818.87,Credit Card
456,3/31/2024,4766,P0042,2.0,654.45,1308.9,Debit Card
457,4/1/2024,6644,P0010,5.0,648.15,3240.75,Debit Card
458,4/2/2024,3914,P0032,5.0,565.68,2828.4,Cash
459,4/3/2024,5968,P0053,8.0,779.16,6233.28,Cash
460,4/4/2024,6917,P0030,8.0,212.93,1703.44,PayPal
461,4/5/2024,9787,P0039,7.0,728.37,5098.59,Credit Card
462,4/6/2024,1728,P0031,7.0,623.54,4364.78,PayPal
463,4/7/2024,2365,P0082,6.0,897.11,5382.66,Cash
464,4/8/2024,5492,P0100,6.0,848.72,5092.32,Credit Card
465,4/9/2024,1698,P0002,9.0,322.0,2898.0,Credit Card
466,4/10/2024,8186,P0078,6.0,283.47,1700.82,Cash
467,4/11/2024,1395,P0077,2.0,981.84,1963.68,Debit Card
468,4/12/2024,8400,P0093,2.0,531.99,1063.98,Debit Card
469,4/13/2024,9082,P0012,5.0,907.36,4536.8,Credit Card
470,4/14/2024,5171,P0039,4.0,172.24,688.96,PayPal
471,4/15/2024,5360,P0066,2.0,646.39,1292.78,Debit Card
472,4/16/2024,3502,P0096,3.0,811.76,2435.28,PayPal
473,4/17/2024,1717,P0013,7.0,947.92,6635.44,Debit Card
474,4/18/2024,3782,P0046,8.0,343.97,2751.76,Debit Card
475,4/19/2024,5946,P0027,6.0,727.73,4366.38,PayPal
476,4/20/2024,6486,P0017,5.0,543.42,2717.1,Cash
477,4/21/2024,9335,P0095,,70.02,70.02,Debit Card
478,4/22/2024,5980,P0098,8.0,693.1,5544.8,Debit Card
479,4/23/2024,8266,P0060,3.0,693.2,2079.6,PayPal
480,4/24/2024,5491,P0064,6.0,931.3,5587.8,Cash
481,4/25/2024,8192,P0088,3.0,502.34,1507.02,Debit Card
482,4/26/2024,6588,P0035,7.0,237.95,1665.65,Debit Card
483,4/27/2024,8651,P0070,7.0,54.12,378.84,Cash
484,4/28/2024,4636,P0083,9.0,421.49,3793.41,Debit Card
485,4/29/2024,2167,P0030,5.0,308.9,1544.5,Cash
486,4/30/2024,2062,P0071,8.0,763.48,6107.84,Cash
487,5/1/2024,3156,P0074,10.0,360.73,3607.3,PayPal
488,,8860,P0096,10.0,949.58,9495.8,Credit Card
489,5/3/2024,6161,P0098,8.0,962.69,7701.52,Cash
490,5/4/2024,6305,P0063,1.0,624.7,624.7,PayPal
491,5/5/2024,7541,P0028,5.0,929.37,4646.85,Credit Card
492,5/6/2024,5729,P0060,3.0,763.25,2289.75,Debit Card
493,5/7/2024,8330,P0079,1.0,551.39,551.39,Credit Card
494,5/8/2024,6334,P0094,4.0,188.5,754.0,Cash
495,5/9/2024,9924,P0037,8.0,464.01,3712.08,Cash
496,5/10/2024,5330,P0093,3.0,565.27,1695.81,Cash
497,5/11/2024,9010,P0022,10.0,865.32,8653.2,Cash
498,5/12/2024,7801,P0068,2.0,,973.04,Cash
499,5/13/2024,5846,P0020,9.0,898.7,8088.3,PayPal
500,5/14/2024,7731,P0096,10.0,677.61,6776.1,Cash
501,5/15/2024,8241,P0100,5.0,145.63,728.15,PayPal
502,5/16/2024,1953,P0068,7.0,995.03,6965.21,Debit Card
503,5/17/2024,3539,P0091,2.0,531.96,1063.92,Cash
504,5/18/2024,8056,P0064,9.0,397.94,3581.46,Cash
505,5/19/2024,2542,P0017,9.0,662.52,5962.68,Credit Card
506,5/20/2024,6293,P0012,4.0,117.8,471.2,Debit Card
507,5/21/2024,2191,P0022,4.0,640.17,2560.68,Cash
508,5/22/2024,7313,P0017,6.0,503.25,3019.5,Cash
509,5/23/2024,7938,P0010,10.0,412.61,4126.1,Debit Card
510,5/24/2024,3681,P0065,,953.49,9534.9,PayPal
511,5/25/2024,2540,P0022,10.0,527.31,5273.1,Cash
512,5/26/2024,7172,P0090,6.0,226.93,1361.58,Credit Card
513,5/27/2024,6541,P0082,1.0,464.37,464.37,Cash
514,5/28/2024,2365,P0050,9.0,920.19,8281.71,Credit Card
515,5/29/2024,9691,P0014,2.0,184.33,368.66,Credit Card
516,5/30/2024,9702,P0064,5.0,221.82,1109.1,Cash
517,5/31/2024,8494,P0047,9.0,22.9,206.1,Cash
518,6/1/2024,5312,P0029,4.0,24.05,96.2,Credit Card
519,6/2/2024,2324,P0076,3.0,831.1,2493.3,Debit Card
520,6/3/2024,4141,P0036,7.0,734.8,5143.6,Debit Card
521,6/4/2024,8419,P0099,,361.49,2168.94,Cash
522,6/5/2024,4486,P0052,8.0,701.33,5610.64,PayPal
523,6/6/2024,2810,P0076,3.0,401.25,1203.75,Debit Card
524,,7588,P0007,5.0,953.37,4766.85,Cash
525,6/8/2024,3923,P0029,10.0,967.38,9673.8,Debit Card
526,6/9/2024,6301,P0011,4.0,398.87,1595.48,PayPal
527,6/10/2024,5186,P0033,4.0,855.68,3422.72,Cash
528,,9905,P0006,4.0,775.36,3101.44,PayPal
529,6/12/2024,6977,P0079,10.0,316.9,3169.0,Cash
530,6/13/2024,5268,P0032,8.0,239.72,1917.76,pay-pal
531,6/14/2024,5748,P0051,6.0,463.65,2781.9,Debit Card
532,6/15/2024,5849,P0075,3.0,783.54,2350.62,Debit Card
533,6/16/2024,4709,P0058,10.0,,9605.7,PayPal
534,6/17/2024,7619,P0087,5.0,765.94,3829.7,PayPal
535,6/18/2024,9647,P0026,6.0,856.65,5139.9,PayPal
536,6/19/2024,4072,P0098,5.0,607.03,3035.15,Cash
537,6/20/2024,7530,P0046,6.0,,5022.3,Debit Card
538,,1504,P0098,8.0,786.58,6292.64,Cash
539,6/22/2024,2214,P0029,7.0,383.22,2682.54,Debit Card
540,6/23/2024,2531,P0004,5.0,556.47,2782.35,Credit Card
541,6/24/2024,8576,P0081,10.0,806.71,8067.1,Cash
542,,1823,P0099,6.0,55.6,333.6,Debit Card
543,6/26/2024,1928,P0013,4.0,810.0,3240.0,Debit Card
544,6/27/2024,6029,P0039,9.0,186.11,1674.99,Cash
545,6/28/2024,1133,P0015,4.0,519.54,2078.16,Cash
546,6/29/2024,3105,P0029,1.0,810.19,810.19,Debit Card
547,6/30/2024,4627,P0029,7.0,26128.0,182896.0,Cash
548,7/1/2024,7316,P0075,7.0,253.35,1773.45,PayPal
549,7/2/2024,2852,P0032,4.0,408.74,1634.96,Cash
550,7/3/2024,5910,P0002,3.0,895.7,2687.1,Cash
551,7/4/2024,5175,P0047,8.0,10.44,83.52,Cash
552,,6348,P0078,5.0,902.37,4511.85,Debit Card
553,7/6/2024,7190,P0084,10.0,162.27,1622.7,PayPal
554,7/7/2024,2256,P0022,7.0,990.19,6931.33,Credit Card
555,7/8/2024,4376,P0075,4.0,955.3,3821.2,Credit Card
556,7/9/2024,6645,P0027,4.0,499.73,1998.92,PayPal
557,7/10/2024,4486,P0067,8.0,517.59,4140.72,PayPal
558,7/11/2024,4584,P0081,8.0,486.73,3893.84,PayPal
559,7/12/2024,9053,P0056,2.0,639.09,1278.18,Debit Card
560,7/13/2024,4330,P0092,2.0,99.81,199.62,Credit Card
561,7/14/2024,3703,P0093,3.0,42.29,126.87,PayPal
562,7/15/2024,9662,P0021,3.0,67.13,201.39,Debit Card
563,7/16/2024,9120,P0047,1.0,449.92,449.92,Credit Card
564,7/17/2024,8114,P0080,3.0,282.79,848.37,Cash
565,7/18/2024,2353,P0059,6.0,625.82,3754.92,Debit Card
566,7/19/2024,6063,P0084,,992.52,7940.16,Credit Card
567,7/20/2024,9549,P0006,10.0,392.46,3924.6,Debit Card
568,7/21/2024,8575,P0019,,578.1,3468.6,Credit Card
569,7/22/2024,1667,P0057,,421.45,2107.25,Credit Card
570,7/23/2024,5468,P0069,4.0,848.8,3395.2,Cash
571,7/24/2024,7819,P0003,3.0,903.21,2709.63,Debit Card
572,7/25/2024,4719,P0001,4.0,878.58,3514.32,PayPal
573,7/26/2024,3745,P0058,7.0,974.63,6822.41,Cash
574,7/27/2024,8483,P0038,1.0,37.24,37.24,Cash
575,7/28/2024,1539,P0015,7.0,841.42,5889.94,Credit Card
576,7/29/2024,5964,P0034,1.0,754.25,754.25,PayPal
577,7/30/2024,5835,P0061,2.0,236.41,472.82,Debit Card
578,7/31/2024,4775,P0035,4.0,956.76,3827.04,PayPal
579,8/1/2024,7042,P0064,1.0,156.7,156.7,PayPal
580,8/2/2024,8102,P0025,9.0,682.75,6144.75,PayPal
581,8/3/2024,8312,P0024,6.0,232.64,1395.84,pay-pal
582,8/4/2024,6320,P0012,1.0,437.07,437.07,PayPal
583,8/5/2024,7132,P0018,1.0,721.97,721.97,Credit Card
584,8/6/2024,8891,P0015,,567.69,3406.14,Credit Card
585,8/7/2024,3779,P0080,4.0,433.23,1732.92,Cash
586,8/8/2024,1924,P0027,4.0,333.08,1332.32,Credit Card
587,8/9/2024,2581,P0072,6.0,841.26,5047.56,Cash
588,8/10/2024,8714,P0060,7.0,152.38,1066.66,Cash
589,8/11/2024,4324,P0046,9.0,,3922.2,Debit Card
590,8/12/2024,6713,P0089,10.0,904.72,9047.2,PayPal
591,8/13/2024,8026,P0017,5.0,847.39,4236.95,Credit Card
592,8/14/2024,1255,P0093,,406.93,3662.37,Debit Card
593,8/15/2024,5804,P0053,4.0,765.48,3061.92,Credit Card
594,8/16/2024,2838,P0008,,824.93,8249.3,Cash
595,8/17/2024,1009,P0079,2.0,890.0,1780.0,Credit Card
596,8/18/2024,3871,P0027,3.0,549.06,1647.18,PayPal
597,8/19/2024,9989,P0046,1.0,212.42,212.42,Cash
598,8/20/2024,8409,P0050,6.0,262.76,1576.56,Cash
599,8/21/2024,8418,P0071,6.0,302.74,1816.44,Debit Card
600,8/22/2024,6124,P0003,1.0,597.86,597.86,PayPal
601,8/23/2024,2015,P0093,3.0,42.48,127.44,Cash
602,8/24/2024,3193,P0064,5.0,639.68,3198.4,PayPal
603,8/25/2024,9415,P0044,3.0,370.71,1112.13,Credit Card
604,8/26/2024,8449,P0053,10.0,,3022.9,PayPal
605,8/27/2024,5158,P0024,3.0,880.7,2642.1,Cash
606,8/28/2024,4925,P0060,10.0,465.4,4654.0,Debit Card
607,8/29/2024,7970,P0003,3.0,104.1,312.3,Cash
608,8/30/2024,7938,P0020,5.0,82848.0,414240.0,PayPal
609,,5784,P0046,5.0,57.16,285.8,PayPal
610,,5000,P0015,4.0,729.48,2917.92,cas h
611,9/2/2024,2633,P0025,1.0,776.17,776.17,PayPal
612,9/3/2024,8266,P0094,5.0,359.08,1795.4,Credit Card
613,9/4/2024,9702,P0078,10.0,826.54,8265.4,Cash
614,9/5/2024,1384,P0071,5.0,520.5,2602.5,Debit Crd
615,9/6/2024,1404,P0017,4.0,468.66,1874.64,Cash
616,9/7/2024,9175,P0084,6.0,54.95,329.7,Credit Card
617,9/8/2024,3000,P0100,10.0,297.13,2971.3,Credit Card
618,9/9/2024,6989,P0009,4.0,931.7,3726.8,Crdit Card
619,9/10/2024,2460,P0038,7.0,397.91,2785.37,Credit Card
620,9/11/2024,8190,P0048,7.0,551.23,3858.61,Credit Card
621,9/12/2024,8140,P0060,,536.7,1073.4,Debit Card
622,9/13/2024,4636,P0063,3.0,594.53,1783.59,PayPal
623,9/14/2024,5809,P0086,1.0,70.72,70.72,Credit Card
624,9/15/2024,5178,P0002,8.0,368.55,2948.4,Credit Card
625,9/16/2024,8245,P0088,9.0,725.9,6533.1,Cash
626,9/17/2024,7600,P0072,4.0,208.55,834.2,Debit Card
627,9/18/2024,6997,P0011,6.0,211.54,1269.24,Debit Card
628,9/19/2024,3048,P0064,9.0,19.99,179.91,PayPal
629,9/20/2024,5780,P0077,6.0,,2658.66,debit card
630,9/21/2024,1716,P0081,9.0,883.91,7955.19,Cash
631,9/22/2024,8939,P0072,4.0,61.38,245.52,Cash
632,9/23/2024,6565,P0021,8.0,199.21,1593.68,PayPal
633,9/24/2024,5544,P0018,,316.98,2852.82,Cash
634,9/25/2024,5976,P0094,4.0,734.41,2937.64,Credit Card
635,9/26/2024,4419,P0064,5.0,644.23,3221.15,Credit Card
636,9/27/2024,8239,P0082,8.0,421.78,3374.24,Cash
637,9/28/2024,1249,P0095,10.0,761.48,7614.8,PayPal
638,9/29/2024,9865,P0038,6.0,613.53,3681.18,Debit Card
639,9/30/2024,1770,P0032,7.0,897.08,6279.56,PayPal
640,10/1/2024,5363,P0011,3.0,819.85,2459.55,Debit Card
641,10/2/2024,2077,P0045,7.0,260.29,1822.03,Cash
642,10/3/2024,9427,P0089,8.0,278.72,2229.76,Cash
643,10/4/2024,9580,P0033,10.0,134.1,1341.0,Credit Card
644,10/5/2024,8901,P0041,6.0,343.6,2061.6,Debit Card
645,,5858,P0008,10.0,999.55,9995.5,PayPal
646,10/7/2024,7544,P0011,9.0,,3705.21,Cash
647,,5719,P0086,6.0,228.28,1369.68,PayPal
648,10/9/2024,3814,P0051,9.0,764.86,6883.74,Credit Card
649,10/10/2024,4374,P0088,,,2188.2,Debit Card
650,10/11/2024,2252,P0041,8.0,158.11,1264.88,Debit Card
651,10/12/2024,7996,P0017,4.0,386.88,1547.52,Cash
652,10/13/2024,5673,P0076,2.0,420.33,840.66,Debit Card
653,10/14/2024,5530,P0046,10.0,756.29,7562.9,Cash
654,10/15/2024,7881,P0032,9.0,30.46,274.14,Credit Card
655,10/16/2024,7949,P0079,5.0,276.33,1381.65,Debit Card
656,10/17/2024,7241,P0080,4.0,522.42,2089.68,Cash
657,10/18/2024,9017,P0054,2.0,276.16,552.32,PayPal
658,10/19/2024,7941,P0086,1.0,632.15,632.15,Cash
659,10/20/2024,8002,P0092,7.0,487.05,3409.35,Debit Card
660,10/21/2024,2331,P0020,6.0,,2208.54,Credit Card
661,10/22/2024,5261,P0033,2.0,949.72,1899.44,Debit Card
662,10/23/2024,8648,P0074,,635.84,5086.72,Debit Card
663,10/24/2024,6115,P0040,4.0,138.64,554.56,Cash
664,10/25/2024,5637,P0032,8.0,564.49,4515.92,PayPal
665,10/26/2024,5854,P0097,7.0,782.92,5480.44,Debit Card
666,10/27/2024,4177,P0002,5.0,711.4,3557.0,PayPal
667,10/28/2024,8730,P0097,10.0,180.37,1803.7,Cash
668,10/29/2024,3180,P0033,10.0,972.7,9727.0,PayPal
669,10/30/2024,5892,P0077,8.0,45433.0,363464.0,Cash
670,10/31/2024,8043,P0030,9.0,167.43,1506.87,Credit Card
671,11/1/2024,1137,P0033,,188.39,941.95,PayPal
672,11/2/2024,7327,P0077,10.0,107.25,1072.5,PayPal
673,11/3/2024,4472,P0026,5.0,805.48,4027.4,Credit Card
674,11/4/2024,6449,P0022,2.0,130.81,261.62,PayPal
675,11/5/2024,3832,P0066,5.0,133.87,669.35,Credit Card
676,11/6/2024,4579,P0038,3.0,851.97,2555.91,Debit Card
677,11/7/2024,6971,P0090,7.0,351.16,2458.12,Cash
678,11/8/2024,5164,P0046,10.0,40.55,405.5,Credit Card
679,11/9/2024,8941,P0015,5.0,61.38,306.9,PayPal
680,11/10/2024,6569,P0098,8.0,150.75,1206.0,Credit Card
681,11/11/2024,5300,P0044,1.0,221.26,221.26,PayPal
682,,7269,P0049,3.0,668.49,2005.47,Debit Card
683,11/13/2024,4818,P0075,3.0,165.75,497.25,Credit Card
684,11/14/2024,2906,P0061,9.0,127.69,1149.21,Debit Card
685,11/15/2024,7254,P0067,5.0,767.07,3835.35,Cash
686,11/16/2024,1760,P0006,9.0,674.34,6069.06,PayPal
687,11/17/2024,8830,P0009,9.0,440.97,3968.73,PayPal
688,11/18/2024,8350,P0006,1.0,553.82,553.82,Debit Card
689,11/19/2024,7238,P0073,2.0,318.86,637.72,cas h
690,11/20/2024,7090,P0095,5.0,487.68,2438.4,Credit Card
691,11/21/2024,7031,P0032,4.0,511.61,2046.44,Credit Card
692,11/22/2024,8687,P0041,10.0,393.36,3933.6,PayPal
693,11/23/2024,9472,P0076,9.0,907.51,8167.59,Debit Card
694,11/24/2024,2887,P0008,7.0,25.9,181.3,Debit Card
695,11/25/2024,4266,P0072,6.0,784.35,4706.1,Credit Card
696,11/26/2024,1666,P0050,7.0,133.14,931.98,Cash
697,11/27/2024,5188,P0092,1.0,799.57,799.57,Cash
698,11/28/2024,1671,P0062,1.0,619.75,619.75,Credit Card
699,11/29/2024,7777,P0084,8.0,844.85,6758.8,credit card
700,,8570,P0062,2.0,106.54,213.08,Debit Card
701,12/1/2024,8956,P0007,10.0,563.39,5633.9,Cash
702,,6124,P0075,9.0,506.08,4554.72,Credit Card
703,12/3/2024,6585,P0084,7.0,709.13,4963.91,Credit Card
704,12/4/2024,5777,P0080,6.0,538.95,3233.7,PayPal
705,12/5/2024,4900,P0004,1.0,545.33,545.33,Crdit Card
706,12/6/2024,7677,P0006,1.0,435.3,435.3,Credit Card
707,12/7/2024,7981,P0058,2.0,315.75,631.5,Cash
708,12/8/2024,7376,P0022,6.0,487.44,2924.64,Debit Card
709,12/9/2024,1523,P0026,6.0,127.31,763.86,Cash
710,12/10/2024,3393,P0003,2.0,961.9,1923.8,Debit Card
711,12/11/2024,3593,P0041,1.0,717.27,717.27,PayPal
712,12/12/2024,8240,P0060,10.0,952.94,9529.4,Credit Card
713,12/13/2024,7937,P0014,,234.46,1172.3,PayPal
714,12/14/2024,7190,P0075,5.0,880.55,4402.75,Debit Card
715,12/15/2024,6240,P0082,2.0,810.7,1621.4,Cash
716,12/16/2024,7493,P0012,6.0,680.38,4082.28,Cash
717,12/17/2024,3878,P0087,9.0,628.78,5659.02,PayPal
718,12/18/2024,5143,P0012,2.0,323.38,646.76,Debit Card
719,12/19/2024,4644,P0013,,818.25,8182.5,PayPal
720,12/20/2024,5432,P0025,2.0,506.5,1013.0,PayPal
721,12/21/2024,2276,P0045,3.0,80.18,240.54,Credit Card
722,12/22/2024,6811,P0019,7.0,319.73,2238.11,PayPal
723,12/23/2024,1302,P0055,6.0,935.94,5615.64,Credit Card
724,12/24/2024,1638,P0100,8.0,852.17,6817.36,Credit Card
725,12/25/2024,1055,P0045,8.0,982.09,7856.72,Cash
726,12/26/2024,9717,P0008,6.0,631.71,3790.26,Credit Card
727,,9150,P0093,10.0,255.03,2550.3,Credit Card
728,12/28/2024,3125,P0053,3.0,171.19,513.57,Cash
729,12/29/2024,1364,P0055,3.0,195.05,585.15,PayPal
730,12/30/2024,7809,P0032,1.0,29.6,29.6,Debit Card
731,12/31/2024,5621,P0051,7.0,396.78,2777.46,Debit Card
732,,6126,P0044,5.0,199.51,997.55,Debit Card
733,1/2/2025,6122,P0082,4.0,417.54,1670.16,PayPal
734,1/3/2025,2646,P0070,10.0,935.64,9356.4,Credit Card
735,1/4/2025,1918,P0018,4.0,436.23,1744.92,Debit Card
736,1/5/2025,3797,P0083,4.0,879.2,3516.8,PayPal
737,1/6/2025,7506,P0022,6.0,609.45,3656.7,CREDIT CARD
738,1/7/2025,6870,P0037,8.0,254.66,2037.28,Cash
739,1/8/2025,2531,P0096,8.0,362.3,2898.4,Debit Card
740,1/9/2025,9172,P0056,5.0,93.08,465.4,Credit Card
741,1/10/2025,4345,P0059,6.0,340.13,2040.78,Debit Card
742,1/11/2025,8673,P0003,4.0,680.77,2723.08,Debit Card
743,1/12/2025,7949,P0028,9.0,81.39,732.51,Debit Card
744,1/13/2025,7882,P0074,8.0,213.35,1706.8,Credit Card
745,1/14/2025,2906,P0035,10.0,387.63,3876.3,PayPal
746,1/15/2025,4086,P0061,10.0,982.23,9822.3,Credit Card
747,1/16/2025,9152,P0093,1.0,787.01,787.01,Debit Card
748,1/17/2025,6750,P0054,2.0,736.15,1472.3,Credit Card
749,1/18/2025,9905,P0063,9.0,125.03,1125.27,Cash
750,1/19/2025,2062,P0079,8.0,783.19,6265.52,PayPal
751,1/20/2025,2976,P0097,3.0,787.42,2362.26,Credit Card
752,1/21/2025,2296,P0007,8.0,605.09,4840.72,Cash
753,1/22/2025,7229,P0076,1.0,990.46,990.46,PayPal
754,1/23/2025,8641,P0049,10.0,332.0,3320.0,Cash
755,1/24/2025,1125,P0094,4.0,941.86,3767.44,paypal
756,1/25/2025,5632,P0085,3.0,915.58,2746.74,Credit Card
757,1/26/2025,7288,P0031,6.0,21.37,128.22,CASH
758,1/27/2025,4596,P0058,7.0,,3189.34,Debit Card
759,1/28/2025,7168,P0061,4.0,977.33,3909.32,Cash
760,1/29/2025,8561,P0024,7.0,112.09,784.63,PayPal
761,1/30/2025,9258,P0020,9.0,552.31,4970.79,Credit Card
762,1/31/2025,1232,P0037,2.0,979.17,1958.34,PAY PAL
763,2/1/2025,7371,P0004,3.0,559.94,1679.82,Cash
764,2/2/2025,5206,P0092,5.0,197.92,989.6,Cash
765,2/3/2025,8943,P0020,3.0,586.36,1759.08,Debit Card
766,2/4/2025,7891,P0060,8.0,212.4,1699.2,Credit Card
767,2/5/2025,7738,P0024,10.0,524.51,5245.1,Credit Card
768,2/6/2025,3472,P0050,8.0,83.3,666.4,cash
769,2/7/2025,3739,P0049,8.0,609.43,4875.44,Credit Card
770,2/8/2025,6401,P0051,9.0,521.62,4694.58,Debit Card
771,2/9/2025,2761,P0096,4.0,74276.0,297104.0,PayPal
772,2/10/2025,1876,P0036,5.0,634.39,3171.95,Credit Card
773,,4812,P0098,5.0,554.11,2770.55,Cash
774,2/12/2025,2460,P0100,8.0,692.88,5543.04,PayPal
775,2/13/2025,2733,P0066,7.0,152.5,1067.5,PayPal
776,2/14/2025,2605,P0079,9.0,599.41,5394.69,Debit Card
777,2/15/2025,6622,P0034,8.0,180.39,1443.12,Cash
778,2/16/2025,7767,P0036,2.0,926.27,1852.54,Credit Card
779,2/17/2025,7986,P0006,10.0,7765.000000000001,77650.00000000001,Cash
780,2/18/2025,4517,P0039,,436.07,1744.28,PayPal
781,2/19/2025,4735,P0042,6.0,698.84,4193.04,Cash
782,2/20/2025,9434,P0058,2.0,463.44,926.88,Credit Card
783,2/21/2025,3590,P0012,7.0,101.17,708.19,Credit Card
784,2/22/2025,2063,P0003,3.0,557.85,1673.55,Debit Card
785,2/23/2025,5324,P0018,3.0,645.22,1935.66,Credit Card
786,2/24/2025,6342,P0040,2.0,706.75,1413.5,Credit Card
787,2/25/2025,1005,P0021,8.0,379.53,3036.24,Cash
788,2/26/2025,8489,P0015,6.0,568.02,3408.12,Cash
789,2/27/2025,9659,P0097,1.0,456.18,456.18,pay-pal
790,2/28/2025,9195,P0099,1.0,675.34,675.34,Debit Card
791,,6966,P0026,7.0,587.72,4114.04,Cash
792,3/2/2025,9837,P0008,8.0,530.5,4244.0,Credit Card
793,3/3/2025,1117,P0100,5.0,257.03,1285.15,PayPal
794,3/4/2025,3551,P0094,5.0,12.0,60.0,Cash
795,3/5/2025,6560,P0087,4.0,182.34,729.36,Debit Card
796,3/6/2025,5289,P0042,6.0,125.9,755.4,Debit Card
797,3/7/2025,1846,P0044,6.0,454.59,2727.54,PayPal
798,3/8/2025,7316,P0014,3.0,616.14,1848.42,PayPal
799,3/9/2025,7469,P0078,9.0,,1988.55,PayPal
800,3/10/2025,9915,P0002,7.0,939.67,6577.69,PayPal
801,,1224,P0037,1.0,16.62,16.62,PayPal
802,3/12/2025,5208,P0069,7.0,774.58,5422.06,Credit Card
803,3/13/2025,7283,P0038,5.0,628.95,3144.75,Credit Card
804,3/14/2025,3048,P0041,5.0,379.82,1899.1,cash
805,3/15/2025,7233,P0062,2.0,59.98,119.96,Debit Card
806,3/16/2025,2828,P0060,4.0,631.21,2524.84,Credit Card
807,3/17/2025,2917,P0014,6.0,391.76,2350.56,Credit Card
808,3/18/2025,5234,P0089,10.0,936.9,9369.0,Credit Card
809,3/19/2025,7988,P0084,7.0,546.57,3825.99,Cash
810,3/20/2025,3026,P0002,5.0,940.25,4701.25,PayPal
811,3/21/2025,4744,P0070,,228.28,2054.52,Cash
812,3/22/2025,1009,P0017,3.0,728.47,2185.41,Debit Card
813,3/23/2025,1260,P0089,1.0,,,Debit Card
814,3/24/2025,7038,P0028,4.0,742.01,2968.04,Debit Card
815,3/25/2025,3219,P0066,9.0,222.52,2002.68,Debit Card
816,3/26/2025,8041,P0035,4.0,668.34,2673.36,Credit Card
817,3/27/2025,3060,P0005,2.0,503.06,1006.12,Credit Card
818,3/28/2025,6287,P0065,10.0,745.4,7454.0,Cash
819,3/29/2025,2619,P0040,5.0,333.77,1668.85,PayPal
820,3/30/2025,9512,P0076,3.0,891.16,2673.48,Debit Card
821,3/31/2025,2342,P0056,9.0,93.46,841.14,Cash
822,4/1/2025,3832,P0036,4.0,809.12,3236.48,Credit Card
823,4/2/2025,3824,P0045,6.0,862.71,5176.26,Credit Card
824,4/3/2025,2994,P0023,2.0,819.08,1638.16,PayPal
825,,4490,P0047,6.0,,3105.6,PayPal
826,4/5/2025,8984,P0031,3.0,444.0,1332.0,PayPal
827,4/6/2025,2604,P0011,9.0,996.3,8966.7,Cash
828,4/7/2025,1235,P0010,2.0,236.88,473.76,Credit Card
829,4/8/2025,2908,P0067,9.0,551.41,4962.69,Credit Card
830,4/9/2025,9567,P0014,5.0,673.97,3369.85,PayPal
831,4/10/2025,4530,P0080,8.0,703.86,5630.88,Debit Card
832,4/11/2025,6256,P0074,2.0,211.98,423.96,PayPal
